Root	root
StrPh	Streptococcus phocae
ActFe	Actinotalea ferrariae
RaSp_5	Ralstonia sp. A12
HyaMi	Hyalangium minutum
KiSpo	Kiloniella spongiae
ActSub	Actinoplanes subtropicus
OrAf	Orycteropus afer afer
LepOc	Lepisosteus oculatus
PseuSp_70	Pseudomonas sp. FeS53a
MoRo	Moniliophthora roreri MCA 2997
PsyX	Pyrus x bretschneideri
LaBaNK4A136	Lachnospiraceae bacterium NK4A136
NiLa	Nitrincola lacisaponensis
BarVi	Barnesiella viscericola
AliCo	Alicyclobacillus contaminans
MiAer	Microvirgula aerodenitrificans
BiSo	Bipolaris sorokiniana ND90Pr
BraSp_29	Bradyrhizobium sp. th.b2
BacWa	Halalkalibacter wakoensis
AcIna	Actinokineospora inagensis
CyEu	Cyphellophora europaea CBS 101466
PsVr	Pseudomonas vranovensis
PseMo	Pseudomonas moraviensis
PseuSp_57	Pseudomonas sp. ARP3
CalMi	Callorhinchus milii
PoYa	Pontibacillus yanchengensis
CarFe	Carboxydothermus ferrireducens
ExSp_7	Exiguobacterium sp. ZWU0009
BaSpe_35	Bacillus sp. J37
MeSp_5	Mesorhizobium sp. L2C089B000
BaSpe_34	Bacillus sp. J33
BrAl	Brachyspira alvinipulli
MeNu	Merops nubicus
AqCh	Aquila chrysaetos canadensis
CobSt	Colius striatus
MeSp_3	Mesorhizobium sp. L2C066B000
GrPo	Christiangramia portivictoriae
FrSp_8	Pseudofrankia sp. DC12
BaSpe_30	Bacillus ndiopicus
MyRu	Mycolicibacterium rufum
MeSp_4	Mesorhizobium sp. L2C084A000
DeAm	Desulfovibrio aminophilus
No_3	Nocardioides sp. J54
PsAc	Pseudonocardia acaciae
LiAq	Listeria aquatica
AeSp_2	Aeromonas sp. L_1B5_3
PhKi	Photobacterium kishitanii
BoHi	Bordetella hinzii
GrEc	Christiangramia echinicola
StPl	Streptomyces pluripotens
CalBa	Calescamantes bacterium JGI 0000106-I17
ThLu	Thalassospira lucentensis
AfMa	Afipia massiliensis
FlSa	Flavobacterium saliperosum
XanSp_1	Xanthobacter sp. 91
MesLa	Mesoaciditoga lauensis
BaSpe_40	Bacillus sp. LL01
SuBac	Dakarella massiliensis
AnaeSp	Anaerosalibacter massiliensis
DeMur	Deinococcus murrayi
ApaVi	Apaloderma vittatum
TriTo	Cutaneotrichosporon oleaginosum
ErNe	Erysiphe necator
PhGig_1	Phlebiopsis gigantea 11061_1 CR5-6
PiMi	Pisolithus microcarpus 441
HeLi	Hexagenia limbata
SeVe	Serendipita vermifera MAFF 305830
FunSp	fungal sp. No.11243
RaEm	Rasamsonia emersonii CBS 393.64
AbId	Absidia idahoensis var. thermophila
PoGi_6	Porphyromonas gingivalis F0566
ScAp	Scedosporium apiospermum
AlAn	Alopoglossus angulatus
ScSt	Scathophaga stercoraria
AcrNo	Acrosathe novella
PeOx	Penicillium oxalicum 114-2
DiSe	Diplodia seriata
CalCu	Plecturocebus cupreus
EnHi_2	Entamoeba histolytica HM-1:IMSS-A
EnHi_3	Entamoeba histolytica HM-1:IMSS-B
EnHi_4	Entamoeba histolytica HM-3:IMSS
ThKi	Thelohanellus kitauei
OeDe	Oesophagostomum dentatum
EnHi_5	Entamoeba histolytica KU27
SaCe_22	Saccharomyces cerevisiae YJM1129
PanBu	Pantodon buchholzi
CoIm_2	Coccidioides immitis RMSCC 2394
ParPa	Parasitella parasitica
SaCe_94	Saccharomyces cerevisiae YJM541
SaCe_95	Saccharomyces cerevisiae YJM554
SaCe_92	Saccharomyces cerevisiae YJM456
SaCe_93	Saccharomyces cerevisiae YJM470
SaCe_98	Saccharomyces cerevisiae YJM681
SaCe_99	Saccharomyces cerevisiae YJM682
SaCe_96	Saccharomyces cerevisiae YJM555
SaCe_97	Saccharomyces cerevisiae YJM627
SaCe_82	Saccharomyces cerevisiae YJM244
SaCe_83	Saccharomyces cerevisiae YJM248
SaCe_80	Saccharomyces cerevisiae YJM193
SaCe_81	Saccharomyces cerevisiae YJM195
SaCe_89	Saccharomyces cerevisiae YJM450
SaCe_91	Saccharomyces cerevisiae YJM453
SaCe_84	Saccharomyces cerevisiae YJM270
SaCe_85	Saccharomyces cerevisiae YJM271
SaCe_111	Saccharomyces cerevisiae YJM993
SaCe_110	Saccharomyces cerevisiae YJM990
SaCe_109	Saccharomyces cerevisiae YJM987
SaCe_108	Saccharomyces cerevisiae YJM984
SaCe_25	Saccharomyces cerevisiae YJM1199
OpSi	Ophiocordyceps sinensis CO18
SaCe_24	Saccharomyces cerevisiae YJM1190
SaCe_23	Saccharomyces cerevisiae YJM1133
SaCe_112	Saccharomyces cerevisiae YJM996
SaCe_103	Saccharomyces cerevisiae YJM969
SaCe_102	Saccharomyces cerevisiae YJM693
SaCe_101	Saccharomyces cerevisiae YJM689
SaCe_100	Saccharomyces cerevisiae YJM683
SaCe_107	Saccharomyces cerevisiae YJM981
SaCe_106	Saccharomyces cerevisiae YJM978
PhyIl	Phytomyza ilicicola
SaCe_105	Saccharomyces cerevisiae YJM975
SaCe_104	Saccharomyces cerevisiae YJM972
SaCe_79	Saccharomyces cerevisiae YJM189
AsFu_3	Aspergillus fumigatus var. RP-2014
CatAu	Cathartes aura
KuCa	Kuraishia capsulata CBS 1993
DrAi	Draba aizoides
PiCr	Piloderma croceum F 1598
HeMy	Hemibarbus mylodon
CaiCr	Caiman crocodilus
CrPo	Crocodylus porosus
JaAg	Jaapia argillacea MUCL 33604
OpHa	Ophiophagus hannah
ToGo_10	Toxoplasma gondii VAND
ExoSi	Exophiala sideris
ChiTe	Chironomus tepperi
BraCa	Brachionus calyciflorus
TrRe_2	Trichoderma reesei RUT C-30
GenAu	Genlisea aurea
EuCl	Eucalyptus cladocalyx
PeDi	Penicillium digitatum Pd1
PeDi_1	Penicillium digitatum PHI26
PeSo	Penicillium solitum
MeSc	Megaselia scalaris
RiEx	Rimicaris exoculata
PsPan_4	Pseudogymnoascus sp. VKM F-3808
PsAp	Pseudozyma aphidis DSM 70725
DiaAm	Diaporthe ampelina
VeGa	Verruconis gallopava
TrTr	Trichuris trichiura
GaMa	Galerina marginata CBS 339.88
MaOr_1	Pyricularia oryzae P131
MaOr_2	Pyricularia oryzae Y34
CyFa	Cyberlindnera fabianii
OpiCa	Opisthacanthus cayaporum
FuOx_14	Fusarium sp. FOSC 3-a
DiDi_2	Dictyostelium discoideum AX2
SpSc_1	Sporothrix schenckii ATCC 58251
KlMa	Kluyveromyces marxianus DMKU3-1042
HouCo	Houttuynia cordata
ColRa	Collinsia rattanii
CoLin	Collinsia linearis
PhoRu	Phoenicopterus ruber ruber
RhSo_1	Rhizoctonia solani AG-1 IB
RhiIr_1	Rhizophagus irregularis DAOM 181602=DAOM 197198
AnPa	Antheraea paukstadtorum
MegCr	Megalopyge crispata
AnAl	Anncaliia algerae PRA109
RhSo_2	Rhizoctonia solani 123E
CyTo	Cylindrobasidium torrendii FP15055 ss-10
AngDe	Angomonas deanei
PiTi	Pisolithus tinctorius Marx 270
AloSa	Alouatta sara
HydPi	Hydnomerulius pinastri MD-312
AsOr_4	Aspergillus oryzae 100-8
SaCe_21	Saccharomyces cerevisiae YJM1083
HyPi	Hylobates pileatus
HyLa	Hylobates lar
FuOx_13	Fusarium oxysporum Fo47
TrRu_11	Trichophyton rubrum MR850
TriIn	Trichophyton interdigitale H6
TrRu_9	Trichophyton rubrum MR1448
TriIn_1	Trichophyton interdigitale MR816
TrRu_10	Trichophyton rubrum MR1459
TrRu_6	Trichophyton rubrum CBS 289.86
FiHe	Fistulina hepatica ATCC 64428
TrRu_3	Trichophyton rubrum CBS 100081
TriSo	Trichophyton soudanense CBS 452.61
TrRu_5	Trichophyton rubrum CBS 288.86
TrRu_7	Trichophyton rubrum CBS 735.88
TrRu_8	Trichophyton rubrum D6
TrRu_4	Trichophyton rubrum CBS 202.88
BlGr_2	Blumeria graminis f. sp. tritici 96224
HeliSp	Helicosporidium sp. ATCC 50920
PsAn_1	Moesziomyces antarcticus T-34
SaCe_86	Saccharomyces cerevisiae YJM320
SaCe_88	Saccharomyces cerevisiae YJM428
StaCh_2	Stachybotrys chartarum IBT 40288
StChl	Stachybotrys chlorohalonata IBT 40285
NemSp	Nematocida sp. 1 ERTm6
PlFa_12	Plasmodium falciparum UGT5.1
MeGu	Metarhizium guizhouense ARSEF 977
MeBr	Metarhizium brunneum ARSEF 3297
MeMaj	Metarhizium majus ARSEF 297
MeAn_3	Metarhizium anisopliae ARSEF 549
UsVi	Ustilaginoidea virens
AsRu	Aspergillus ruber CBS 135680
HeCy	Hebeloma cylindrosporum h7
IpWr	Ipomoea wrightii
SaCe_19	Saccharomyces cerevisiae R103
SaCe_18	Saccharomyces cerevisiae R008
SaCe_17	Saccharomyces cerevisiae P301
TrHo	Trachipleistophora hominis
ColGl_4	Colletotrichum gloeosporioides Cg-14
OrCo	Ordospora colligata OC4
IpPes	Ipomoea pes-tigridis
MelPe	Melanopsichium pennsylvanicum 4
TaCe	Talaromyces islandicus
CoOr	Colletotrichum orbiculare MAFF 240422
PyOm	Pyronema omphalodes CBS 100304
MeAn_4	Metarhizium anisopliae BRIP 53284
MeAn_5	Metarhizium anisopliae BRIP 53293
TrRa_1	Trypanosoma rangeli SC58
MoRu	Morella rubra
TrLo	Triops longicaudatus
CoGu	Colobus guereza
ThPu	Thitarodes pui
AnDu	Ancylostoma duodenale
ThiPu	Thielaviopsis punctulata
ExoMe	Exophiala mesophila
ClIm	Cladophialophora immunda
AegSp_1	Aegilops speltoides subsp. speltoides
SpBr	Sporothrix brasiliensis 5110
PhaCh	Phaeomoniella chlamydospora
PaRu	Paxillus rubicundulus Ve08.2h10
BoBo	Botryobasidium botryosum FD-172 SS1
StCu	Strigomonas culicis
SuLu	Suillus luteus UH-Slu-Lm8-n1
FlBe_1	Flavobacterium beibuense F44-8
AuSu	Aureobasidium subglaciale EXF-2481
AuNa	Aureobasidium namibiae CBS 147.97
AuMe	Aureobasidium melanogenum CBS 110374
AuPu	Aureobasidium pullulans EXF-150
EucDe	Euclea delphinii
SphPa_1	Sphingobacterium paucimobilis HER1398
BoCi_2	Botrytis cinerea T4
SaCe_16	Saccharomyces cerevisiae P283
FuOx_5	Fusarium oxysporum f. sp. cubense race 4
FuOx_4	Fusarium oxysporum f. sp. cubense race 1
FlEn_1	Flavobacterium enshiense DK69
RhMi	Rhizopus microsporus
SpSc	Sporothrix schenckii 1099-18
ScPar	Schizopora paradoxa
FlSu_1	Flavobacterium suncheonense GH29-5 = DSM 17707
PeEx	Penicillium expansum
KwMa	Kwoniella mangrovensis
SeOd	Senecio odorus
ThNo	Thaumatomyia notata
PeBr	Penicillium brasilianum
RhiIr	Rhizophagus irregularis DAOM 197198w
BlGr_1	Blumeria hordei DH14
TulCa	Tulasnella calospora MUT 4182
EtCf	Etheostoma cf. zonale 'Clinch and South Fork Holston'
ArCa	Arabis caerulea
HiMi	Hirsutella minnesotensis 3608
ArCi	Arabis ciliata
DrSt	Drechslerella stenobrocha 248
ExXe	Exophiala xenobiotica
AtPu	Atteva punctella
CofCa	Coffea canephora
CarKo	Caragana korshinskii
SpiSa	Spironucleus salmonicida
ScBo	Sclerotinia borealis F-4128
PoSy	Podosesia syringae
CePl	Ceratocystis platani
BoCi_1	Botrytis cinerea BcDW1
MiDa	Mitosporidium daphniae
Nan	Nannochorista philpotti
SeCy	Sepsis cynipsea
PlId	Platynota idaeusalis
BiVi	Bipolaris victoriae FI3
ExAq	Exophiala aquamarina CBS 119918
TaHi	Tamarix hispida
MaSy	Malassezia sympodialis ATCC 42132
RhiMa	Rhinocladiella mackenziei CBS 650.93
FoPe_1	Fonsecaea pedrosoi CBS 271.37
FoMu	Fonsecaea multimorphosa CBS 102226
ClaBa	Cladophialophora bantiana CBS 173.52
RhSo_3	Rhizoctonia solani AG-1 IA
PrFl	Protobothrops flavoviridis
TrCr_3	Trypanosoma cruzi Dm28c
ZyBa	Zygosaccharomyces bailii ISA1307
PnJi	Pneumocystis jirovecii
MuCi_3	Mucor circinelloides 1006PhL
PrSi	Pryeria sinica
NoBo_1	Nosema bombycis CQ1
PhySp	Phytomonas sp. isolate EM1
PhySp_1	Phytomonas sp. isolate Hart1
CrGa_15	Cryptococcus deuterogattii R265
PhyPa_5	Phytophthora nicotianae P1976
PhyPa_4	Phytophthora nicotianae P1569
SciCa	Sciurus carolinensis
PhyPa_3	Phytophthora nicotianae P10297
PhyPa_2	Phytophthora nicotianae CJ01A1
PeRo	Penicillium roqueforti FM164
FoAu	Forficula auricularia
MeRob	Metarhizium robertsii
ScCi	Scleroderma citrinum Foug A
CrGa_3	Cryptococcus deuterogattii 2001/935-1
AeLo	Aegilops longissima
MoNe	Monoraphidium neglectum
AegSp	Aegilops speltoides
OpPi	Ophiostoma piceae UAMH 11346
MinFl	Minettia flaveola
CocMa	Cochliomyia macellaria
SpeBi	Spelobia bifrons
MenSp	Mengenilla sp. BMW-2012
CriSp	Crithidia sp. ATCC 30255
KlDo	Kluyveromyces dobzhanskii CBS 2104
AlbCa	Albugo candida
MuAm	Mucor ambiguus
NeUd	Aspergillus udagawae
PlCr	Plicaturopsis crispa FD-325 SS-3
GyLu	Collybiopsis luxurians FD-317 M1
PiKu	Pichia kudriavzevii
KlMa_1	Kluyveromyces marxianus
EtEu	Ethmia eupostica
MelCu	Melittia cucurbitae
HemFe	Hemerophila felis
DaIn	Dalcerides ingenita
TiCo	Tinea columbariella
UrDe	Urodus decens
FuEx	Fulgoraecia exigua
EucBa	Euclemensia bassettella
EtAe	Eterusia aedea
ZeCo	Zeuzera coffeae
SpoSa	Sporobolomyces salmonicolor
BlDe_1	Blastomyces dermatitidis ATCC 26199
EmPa	Emmonsia parva UAMH 139
SphSt	Sphaerobolus stellatus SS14
PseBr	Kalmanozyma brasiliensis GHG001
DelRa	Delia radicum
HaUv	Hanseniaspora uvarum DSM 2768
BipMa	Bipolaris maydis ATCC 48331
ApBi	Apoda biguttata
ArgAl	Argyrotaenia alisellana
CaBi	Caloptilia bimaculatella
ExoSp	Exophiala spinifera
AmaC	Telchin cacica
AcrPh	Acraga philetera
BySp	Paecilomyces variotii No. 5
EpBa	Episyrphus balteatus
XiTu	Xibalbanus tulumensis
PlFa_13	Plasmodium falciparum Vietnam Oak-Knoll (FVO)
PlFa_4	Plasmodium falciparum 7G8
PlFa_7	Plasmodium falciparum MaliPS096_E11
PlFa_8	Plasmodium falciparum NF135/5.C10
PlFa_11	Plasmodium falciparum Tanzania (2000708)
PlFa_6	Plasmodium falciparum FCH/4
PlFa_9	Plasmodium falciparum Palo Alto/Uganda
CyPo	Cydia pomonella
CoOr_1	Colletotrichum orbiculare
AsPa_1	Aspergillus parasiticus SU-1
TomSp	Tomocerus sp. 'Tom2'
EpIn	Ephemerella inconstans
AsRa	Aspergillus rambellii
XaDe	Xanthophyllomyces dendrorhous
AnSi	Anopheles sinensis
PlFa_10	Plasmodium falciparum Santa Lucia
StaCh	Stachybotrys chartarum IBT 40293
CoSu	Colletotrichum sublineola
CapSe	Phialophora americana
StaCh_1	Stachybotrys chartarum IBT 7711
AnAl_1	Anncaliia algerae PRA339
TaDe_1	Taphrina deformans PYCC 5710
AmMu	Amanita muscaria Koide BX008
MoVe_1	Podila verticillata NRRL 6337
BeBa_2	Beauveria bassiana D1-5
MacBa	Machiloides banksi
OiMa	Oidiodendron maius Zn
LacLa	Lachancea lanzarotensis
PeNo	Peripatoides novaezealandiae
PeSp_5	Pedobacter sp. V48
FuFu	Fusarium fujikuroi
NosCe	Vairimorpha ceranae
PeIt	Penicillium italicum
PaIn_1	Paxillus involutus ATCC 200175
ZyBa_1	Zygosaccharomyces bailii CLIB 213
RhTo	Rhodotorula toruloides
FuAv	Fusarium avenaceum
SpSc	Sporisorium scitamineum
LiCo	Lichtheimia corymbifera JMRC:FSU:9682
CaAl_5	Candida albicans Ca6
CobFu	Coboldia fuscipes
TaMa	Talaromyces marneffei PM1
ZeNe	Zootermopsis nevadensis
StyLe	Stylonychia lemnae
FuOx_11	Fusarium oxysporum f. sp. raphani 54005
FuOx_3	Fusarium oxysporum f. sp. conglutinans race 2 54008
CaMal	Candida maltosa Xu316
FuOx_8	Fusarium oxysporum f. sp. melonis 26406
FuOx_6	Fusarium odoratissimum NRRL 54006
FuOx_12	Fusarium oxysporum f. sp. vasinfectum 25433
FuOx_10	Fusarium oxysporum f. sp. radicis-lycopersici 26381
SteMi	Stegodyphus mimosarum
ArSo	Arabis soyeri subsp. subcoriacea
FuPs_1	Fusarium pseudograminearum CS3487
RhTo_1	Rhodotorula toruloides NP11
NoAp	Vairimorpha apis BRL 01
ToGo_6	Toxoplasma gondii GAB2-2007-GAL-DOM2
OrLo	Albuca bracteata
LopAl	Lophocebus albigena
NyDo	Nymphomyia dolichopeza
SaCo_1	Saitoella complicata NRRL Y-17804
ArVu	Armadillidium vulgare
LoUn	Lonchoptera uniseta
BibLo	Bibio longipes
CeSu_1	Gelatoporia subvermispora B
TrCi	Trametes cinnabarina
TiAn	Tilletiaria anomala UBC 951
PhyMa	Physocephala marginata
HySu	Hypholoma sublateritium FD-334 SS-4
BaGu	Schnella guianensis
PlFa_5	Plasmodium falciparum CAMP/Malaysia
OcEl	Ochetobius elongatus
SyPl	Synemon plana
FlaLi_1	Flavobacterium limnosediminis JC2902
FlSa_1	Flavobacterium saliperosum S13
FlCa_1	Flavobacterium cauense R2A-7
SpLo	Spraguea lophii 42_110
EtBl	Etheostoma blennioides
EtZo	Etheostoma zonale
AluSp	Alucita sp. JCR-2011
PollSp	Pollanisus sp. JCR-2011
CylSp	Cyclotorna sp. JCR-2011
EucSp	Eucalantica sp. JCR-2011
LaGe	Lacturidae gen. sp. JCR-2011
SachSp	[Ashbya] aceris (nom. inval.)
MetAl	Metarhizium album ARSEF 1941
ExLa	Exorista larvarum
AlPl	Alisma plantago-aquatica
ToHe	[Torrubiella] hemipterigena
SaCe_90	Saccharomyces cerevisiae YJM451
PlaBr	Plasmodiophora brassicae
AsOc	Aspergillus ochraceoroseus
FuFu_1	Fusarium fujikuroi IMI 58289
RhSo_5	Rhizoctonia solani AG-8 WAC10335
SaCe_87	Saccharomyces cerevisiae YJM326
ZyBr	Zymoseptoria brevis
FuOx_9	Fusarium oxysporum f. sp. pisi HDV247
FuOx_7	Fusarium oxysporum f. sp. lycopersici MN25
LaNi	Lasius niger
SaCe_72	Saccharomyces cerevisiae YJM1526
SaCe_73	Saccharomyces cerevisiae YJM1527
SaCe_70	Saccharomyces cerevisiae YJM1478
PsPan_2	Pseudogymnoascus sp. VKM F-3557
SaCe_71	Saccharomyces cerevisiae YJM1479
SaCe_68	Saccharomyces cerevisiae YJM1463
SaCe_69	Saccharomyces cerevisiae YJM1477
SaCe_66	Saccharomyces cerevisiae YJM1450
SaCe_67	Saccharomyces cerevisiae YJM1460
SaCe_64	Saccharomyces cerevisiae YJM1444
SaCe_65	Saccharomyces cerevisiae YJM1447
SaCe_62	Saccharomyces cerevisiae YJM1439
SaCe_63	Saccharomyces cerevisiae YJM1443
SaCe_60	Saccharomyces cerevisiae YJM1433
SaCe_61	Saccharomyces cerevisiae YJM1434
SaCe_58	Saccharomyces cerevisiae YJM1418
SaCe_59	Saccharomyces cerevisiae YJM1419
TiBi	Tineola bisselliella
SaCe_78	Saccharomyces cerevisiae YJM1615
SaCe_77	Saccharomyces cerevisiae YJM1592
SaCe_76	Saccharomyces cerevisiae YJM1574
SaCe_75	Saccharomyces cerevisiae YJM1573
SaCe_74	Saccharomyces cerevisiae YJM1549
SaCe_38	Saccharomyces cerevisiae YJM1332
SaCe_39	Saccharomyces cerevisiae YJM1336
SaCe_40	Saccharomyces cerevisiae YJM1338
SaCe_41	Saccharomyces cerevisiae YJM1341
SaCe_34	Saccharomyces cerevisiae YJM1304
SaCe_35	Saccharomyces cerevisiae YJM1307
SaCe_36	Saccharomyces cerevisiae YJM1311
SaCe_37	Saccharomyces cerevisiae YJM1326
SaCe_30	Saccharomyces cerevisiae YJM1248
SaCe_31	Saccharomyces cerevisiae YJM1250
SaCe_32	Saccharomyces cerevisiae YJM1252
SaCe_33	Saccharomyces cerevisiae YJM1273
SaCe_26	Saccharomyces cerevisiae YJM1202
SaCe_27	Saccharomyces cerevisiae YJM1208
SaCe_28	Saccharomyces cerevisiae YJM1242
SaCe_29	Saccharomyces cerevisiae YJM1244
SaCe_55	Saccharomyces cerevisiae YJM1402
SaCe_54	Saccharomyces cerevisiae YJM1401
SaCe_57	Saccharomyces cerevisiae YJM1417
SaCe_56	Saccharomyces cerevisiae YJM1415
SaCe_51	Saccharomyces cerevisiae YJM1389
SaCe_50	Saccharomyces cerevisiae YJM1388
SaCe_53	Saccharomyces cerevisiae YJM1400
SaCe_52	Saccharomyces cerevisiae YJM1399
SaCe_47	Saccharomyces cerevisiae YJM1385
SaCe_46	Saccharomyces cerevisiae YJM1383
SaCe_49	Saccharomyces cerevisiae YJM1387
SaCe_48	Saccharomyces cerevisiae YJM1386
SaCe_43	Saccharomyces cerevisiae YJM1355
SaCe_42	Saccharomyces cerevisiae YJM1342
SaCe_45	Saccharomyces cerevisiae YJM1381
SaCe_44	Saccharomyces cerevisiae YJM1356
RoAl	Rozella allomycis CSF55
NeHe	Nebalia hessleri
PlYo_5	Plasmodium yoelii 17X
AsFu_4	Aspergillus fumigatus Z5
ExOl	Exophiala oligosperma
OcBi	Octopus bimaculoides
NiPh	Nicoletia phytophila
PoCr	Podiceps cristatus
MagPo	Magnaporthiopsis poae ATCC 64411
RhSo_4	Rhizoctonia solani AG-3 Rhs1AP
ClPu_1	Claviceps purpurea 20.1
CrGa_7	Cryptococcus bacillisporus CA1873
CrGa_17	Cryptococcus deuterogattii Ram5
CrGa_6	Cryptococcus bacillisporus CA1280
CrGa_14	Cryptococcus gattii NT-10
CrGa_5	Cryptococcus deuterogattii CA1014
CrGa_12	Cryptococcus deuterogattii LA55
CrGa_11	Cryptococcus tetragattii IND107
CrGa_4	Cryptococcus deuterogattii 99/473
CrGa_10	Cryptococcus gattii EJB2
CrGa_9	Cryptococcus gattii E566
CrGa_8	Cryptococcus deuterogattii CBS 10090
CrGa_13	Cryptococcus deuterogattii MMRL2647
CrGa_16	Cryptococcus gattii Ru294
TaCe	Talaromyces cellulolyticus
LacMa	Laccaria amethystina LaAM-08-1
EmCr	Emmonsia crescens UAMH 3008
PsAn	Moesziomyces antarcticus
NeBu	Sarcophaga bullata
SaCe_20	Saccharomyces cerevisiae YJM1078
MiVi_1	Microbotryum lychnidis-dioicae p1A1 Lamole
PrRo	Prionoxystus robiniae
ToGo_5	Toxoplasma gondii FOU
CaAl_7	Candida albicans L26
CaAl_23	Candida albicans P94015
CaAl_3	Candida albicans 12C
CaAl_13	Candida albicans P57072
CaAl_8	Candida albicans P34048
CaAl_6	Candida albicans GC75
CaAl_21	Candida albicans P78048
CaAl_14	Candida albicans P60002
CaAl_4	Candida albicans 19F
CaAl_22	Candida albicans P87
ToGo_8	Toxoplasma gondii p89
CaAl_9	Candida albicans P37005
ToGo_7	Toxoplasma gondii MAS
CaAl_19	Candida albicans P76067
CaAl_18	Candida albicans P76055
CaAl_17	Candida albicans P75063
CaAl_12	Candida albicans P57055
CaAl_16	Candida albicans P75016
CaAl_15	Candida albicans P75010
CaAl_11	Candida albicans P37039
CaAl_10	Candida albicans P37037
CaAl_20	Candida albicans P78042
PsPan_1	Pseudogymnoascus sp. VKM F-4520 (FW-2644)
PsPan_13	Pseudogymnoascus sp. VKM F-4519 (FW-2642)
PsPan_12	Pseudogymnoascus sp. VKM F-4518 (FW-2643)
PsPan	Pseudogymnoascus sp. VKM F-103
PsPan_5	Pseudogymnoascus sp. VKM F-4246
PsPan_3	Pseudogymnoascus sp. VKM F-3775
SpEr	Spirometra erinaceieuropaei
PsPan_10	Pseudogymnoascus sp. VKM F-4516 (FW-969)
PsPan_11	Pseudogymnoascus sp. VKM F-4517 (FW-2822)
PsPan_8	Pseudogymnoascus sp. VKM F-4514 (FW-929)
PsPan_9	Pseudogymnoascus sp. VKM F-4515 (FW-2607)
PsPan_6	Pseudogymnoascus sp. VKM F-4281 (FW-2241)
PsPan_7	Pseudogymnoascus sp. VKM F-4513 (FW-928)
HamMa	Haemopis marmorata
ToGo_9	Toxoplasma gondii RUB
TrFr	Trachypithecus francoisi
EmMo	Emmelina monodactyla
RipPe	Riptortus pedestris
AreCh	Hapsidospora chrysogenum ATCC 11550
PhEd	Phyllostachys edulis
EtRu	Etheostoma rupestre
EtLy	Etheostoma lynceum
EtBa	Etheostoma baileyi
EtBa	Etheostoma barrenense
EtVa	Etheostoma variatum
EtTh	Etheostoma thalassinum
TrSu	Trichuris suis
Hyperotreti	Myxini
Chondrichthyes	Chondrichthyes
Actinopterygii	Actinopterygii
Sarcopterygii	Sarcopterygii
Tetrapoda	Tetrapoda
Lepidosauria	Lepidosauria
Crocodylidae	Crocodylidae
Testudines	Testudines
Oxymonadida	Oxymonadida
Glaucocystophyceae	Glaucocystophyceae
Haloferacales	Haloferacales
GiTi	Girardia tigrina
TrixSpH13	Trichoplax sp.
TrixSpH1	Trichoplax sp. H1
TrixSpH2	Trichoplax sp. H2
FlAn	Flavobacterium antarcticum
ChySp_3	Chryseobacterium sp. Leaf394
ChySp_4	Chryseobacterium sp. Leaf404
FlAk	Flavobacterium akiainvivens
DokSp	Dokdonia sp. PRO95
PreSp_35	Prevotella sp. 10(H)
TeMa	Tenacibaculum mesophilum
SphTh	Sphingobacterium thalpophilum
PsDa	Psychroserpens damuponensis
PerSp	Persicobacter sp. CCB-QB2
FlSp_9	Flavobacterium sp. Root935
PoAc	Pontibacter actiniarum
GelMe	Gelidibacter mesophilus
FlCh	Flavobacterium chungangense
FlIc	Wocania ichthyoenteri
MarFo	Maribacter forsetii
AqPa	Aquimarina pacifica
PopCa	Porphyromonas cangingivalis
PoSp_3	Polaribacter sp. Hel1_33_49
BizPs	Bizionia psychrotolerans
MesMo	Mesonia mobilis
LaiMa	Lacinutrix mariniflava
LacAl	Lacinutrix algicola
FlgSp	Flagellimonas sp. DK169
FlSp_8	Flavobacterium sp. Leaf359
MaSpST2L15	Mangrovimonas sp. ST2L15
MaSpST2L12	Mangrovimonas xylaniphaga
MaSpTPBH4	Mangrovimonas sp. TPBH4
PopSp_7	Porphyromonas sp. COT-290 OH3588
MaYu	Mangrovimonas yunxiaonensis
ZhAm	Zhouia amylolytica
MarDo	Maribacter dokdonensis
PorGi	Porphyromonas gingivicanis
AlMan	Algoriphagus mannitolivorans
SphiBa	Sphingobacteriaceae bacterium DW12
AglSp	Pseudalgibacter alginicilyticus
AqMe	Aquimarina megaterium
PeGi	Pedobacter ginsenosidimutans
BaBac	Bacteroidetes bacterium R-53146
